Passenger Id,Name,Sex,Age,Pclass,Survived,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Email,Join Date,Annual Spend
P00212,"Cameron, Miss. Clear Annie",Female,35.0,2nd,1,0,0,  F.C.C. 13528 ,21.0,,S,cameron@outlook.com,03-Oct-1912,703.93 USD
P00746,"Crosby, Capt. Edward Gifford",M,70.0,First,0,1,1,WE/P 5735,71.0000,B22,s,crosby@yahoo.com,07/01/1910,"$1,484.42"
P00585,"Paulner, Mr. Uscher", male ,,3rd,0,0,0,  3411 ,8.7125,,C,paulner@yahoo.com,1910-11-27,USD 211.38
P00878,"Petroff, Mr. Nedelio",MALE,19.0,3,0,0,0,349212,7.8958,,s,petroff@outlook.com,16/03/1910,$96.66
P00452,"Hagland, Mr. Ingvald Olai Olsen",male,,3rd,0,1.0,0,65303,19.9667,,S,hagland@mail.com,11-May-1910,$467.55
P00795,"Dantcheff, Mr. Ristiu",m,180.0,3rd,0,0,0,349203,7.8958,,s,dantcheff@yahoo.com,24/07/1911,USD 123.39
P00026,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",FEMALE.,38.0,3,Yes,1,5,347077,31.3875,,s,asplund@outlook.com,08/18/1911,USD 323.24
P00085,"Ilett, Miss. Bertha",FEMALE.,17.0,2nd,1,0,0,  SO/C 14885 ,10.5000,,Southampton,ilett@outlook.com,"Sep 05, 1910",USD 288.33
P00011,"Sandstrom, Miss. Marguerite Rut",FEMALE.,4.0,3rd,1,1,1,  PP 9549 ,16.7000,G6,S,sandstrom@outlook.com,"Feb 16, 1910",USD 272.24
P00345,"Fox, Mr. Stanley Hubert",Male,36.0,Second,0,0,0,229236,13.0000,,s,fox@mail.com,"Jan 15, 1911",USD 145.25
P00255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",f,41.0,3,0,0,2,370129,20.2125,,s,rosblom@outlook.com,13/06/1911,369.68
P00399,"Pain, Dr. Alfred",M,23.0,Second,0,0,0,244278,10.5000,,S,pain@yahoo.com,11/12/1911,274.83 USD
P00245,"Attalah, Mr. Sleiman",M,30.0,3,0,0.0,0,2694,7.225,,C,attalah@outlook.com,03/05/1910,131.40
P00622,"Kimball, Mr. Edwin Nelson Jr",M,42.0,Unknown,1,1,0,11753,52.5542,D19,S,kimball@yahoo.com,03/25/1912,"1,474.59"
P00119,"Baxter, Mr. Quigg Edmond",Male,24.0,First,0,0,1,PC 17558,247.5208,B58 B60,,baxter@gmail.com,24-Jul-1911,"USD 5,632.38"
P00301,"Kelly, Miss. Anna Katherine ""Annie Kate""",f,,Third,1,0,0,9234,7.7500,,q,kelly@yahoo.com,01/11/1910,159.44
P00327,"Nysveen, Mr. Johan Hansen",M,61.0,Third,0,0,0,  345364 ,6.2375,,s,nysveen@gmail.com,1912-03-12,$162.49
P00030,"Todoroff, Mr. Lalio",M,,3rd,0,0,0,349216,7.8958,,s,todoroff@yahoo.com,1912-08-13,87.67 USD
P00056,"Woolner, Mr. Hugh",male,,1,1,0.0,0,19947,35.5000,C52,S,woolner@gmail.com,01/12/1912,"1,090.84 USD"
P00431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",M,28.0,1,1,0,0,  110564 ,26.55,C52,S,bjornstromsteffansson@gmail.com,10/28/1910,USD 608.11
P00391,"Carter, Mr. William Ernest",M,36.0,First,1,1,2,113760,120.0000,B96 B98,Southampton,carter@outlook.com,"Mar 20, 1912","2,529.29 USD"
P100046,"Rogers, Mr. William John",m,,Third,0,0,0,S.C./A.4. 23567,8.0500,,Southampton,rogers@mail.com,"Jun 22, 1910",306.94
P100051,"Panula, Master. Juha Niilo",m,7.0,3,0,4,1,3101295,39.6875,,s,panula@mail.com,19/03/1911,"USD 1,392.53"
P00197,"Mernagh, Mr. Robert",Male,,Third,0,0,0,  368703 ,7.7500,,Queenstown,mernagh@yahoo.com,20/12/1912,USD 251.12
P00405,"Oreskovic, Miss. Marija",f,20.0,3rd,0,0,0,  315096 ,8.6625,,Southampton,oreskovic@yahoo.com,1911-07-18,174.25
P00082,"Sheerlinck, Mr. Jan Baptist",M,29.0,3,1,0,0,345779,9.5000,,S,sheerlinck@yahoo.com,07/06/1911,$112.16
P00465,"Maisner, Mr. Simon",m,,Third,0,0.0,0,A/S 2816,8.0500,,s,maisner@gmail.com,29/06/1911,$70.57
P00690,"Madill, Miss. Georgette Alexandra",FEMALE,15.0,First,1,0,1,24160,211.3375,B5,s,madill@mail.com,11/21/1910,"7,708.91 USD"
P00569,"Doharr, Mr. Tannous",m,,3,0,0,0,2686,7.2292,,c,doharr@outlook.com,1911-07-20,$145.35
P00282,"Olsson, Mr. Nils Johan Goransson",MALE,28.0,3rd,0,0,0,  347464 ,7.8542,,S,olsson@yahoo.com,05/03/1911,127.54
P00803,"Carter, Master. William Thornton II",male,11.0,First,1,1,2,113760,120.0000,B96 B98,S,carter@outlook.com,09-Mar-1911,"3,788.25"
P00205,"Cohen, Mr. Gurshon ""Gus""",m,18.0,Third,1,0,0,A/5 3540,8.0500,,s,cohen@yahoo.com,29-Mar-1910,170.01 USD
P00555,"Ohman, Miss. Velin",Female,22.0,Third,Yes,0,0,  347085 ,7.7750,,S,ohman@mail.com,1910-02-09,$203.66
P00659,"Eitemiller, Mr. George Floyd",m,23.0,2,0,0,0,29751,13.0000,,S,eitemiller@gmail.com,06/01/1910,217.49 USD
P00297,"Hanna, Mr. Mansour",M,23.5,3,0,0,0,2693,7.2292,,C,hanna@mail.com,1911-10-18,USD 286.94
P00858,"Daly, Mr. Peter Denis ", male ,51.0,First,1,0.0,0,  113055 ,,E17,S,daly@gmail.com,1912-05-31,$616.92
P00548,"Padro y Manent, Mr. Julian",MALE,,2nd,1,0,0,SC/PARIS 2146,13.8625,,c,padroymanent@outlook.com,16-Dec-1910,$526.19
P00369,"Jermyn, Miss. Annie",f,,3,1,0,0,14313,7.7500,,Queenstown,jermyn@gmail.com,05/28/1912,309.18 USD
P00873,"Carlsson, Mr. Frans Olof",M,33.0,First,0,0,0,695,5.0000,B51 B53 B55,S,carlsson@gmail.com,21-Oct-1911,$54.40
P00829,"McCormack, Mr. Thomas Joseph",male,,3rd,1,0,0,  367228 ,7.7500,,Queenstown,,21/07/1911,267.74 USD
P00732,"Hassan, Mr. Houssein G N", male ,11.0,3rd,0,0,0,  2699 ,18.7875,,Cherbourg ,hassan@yahoo.com,08-Oct-1912,637.24 USD
P00882,"Markun, Mr. Johann",MALE,33.0,Third,0,0,0,  349257 ,7.8958,,Southampton,markun@mail.com,02-Feb-1911,222.58
P00060,"Goodwin, Master. William Frederick",MALE,11.0,3,0,5,2,  CA 2144 ,46.9000,,Southampton,goodwin@outlook.com,"Apr 13, 1910","1,171.90 USD"
P00324,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Female,22.0,Second,1,1,1,248738,29.0000,,S,caldwell@mail.com,03/23/1910,USD 483.21
P00862,"Giles, Mr. Frederick Edward", male ,21.0,2nd,0,1,0,  28134 ,11.5000,,s,,20/11/1911,418.81 USD
P00381,"Bidois, Miss. Rosalie",female,42.0,First,1,0,0,  PC 17757 ,227.5250,,c,,"Apr 30, 1910","USD 4,592.24"
P00260,"Parrish, Mrs. (Lutie Davis)",Female,50.0,2nd,1,0,1,230433,26.0,,S,parrish@outlook.com,1911-02-10,$327.73
P00491,"Hagland, Mr. Konrad Mathias Reiersen",male,,3,No,1,0,  65304 ,19.9667,,Southampton,hagland@mail.com,11/08/1910,182.67 USD
P00303,"Johnson, Mr. William Cahoone Jr",M,19.0,Third,0,0,0,  LINE ,0.0000,,S,johnson@gmail.com,"Feb 09, 1912",USD 0.00
P00008,"Palsson, Master. Gosta Leonard", male ,2.0,3rd,0,3,1,349909,21.075,,s,palsson@outlook.com,1910-03-18,$293.88
P00863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Female,48.0,1st,1,0,0,17466,25.9292,D17,S,swift@gmail.com,09-Mar-1911,880.97 USD
P00156,"Williams, Mr. Charles Duane",Male,51.0,1st,0,0,1,  PC 17597 ,61.3792,,C,williams@outlook.com,20-Sep-1910,$879.56
P00363,"Barbara, Mrs. (Catherine David)",F,45.0,3rd,No,0,1,2691,14.4542,,C,barbara@gmail.com,"May 19, 1912",$402.21
P00869,"van Melkebeke, Mr. Philemon", male ,,3,0,0,0,345777,9.5000,,s,vanmelkebeke@yahoo.com,29/09/1911,USD 356.26
P00102,"Petroff, Mr. Pastcho (""Pentcho"")",MALE,,3,0,0,0,349215,7.8958,,S,petroff@gmail.com,04/08/1910,USD 263.69
P00200,"Yrois, Miss. Henriette (""Mrs Harbeck"")",f,24.0,2nd,0,0,0,  248747 ,13.0000,,S,,05/07/1911,USD 203.93
P00417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",F,,2,1,1,1,  28220 ,32.5000,,Southampton,drew@mail.com,"Sep 18, 1910",$955.71
P00360,"Mockler, Miss. Helen Mary ""Ellie""",FEMALE,,3,1,0.0,0,330980,7.8792,,Queenstown,mockler@outlook.com,09/22/1910,88.20
P00312,"Ryerson, Miss. Emily Borie",f,-1.0,1st,1,2,2,PC 17608,262.3750,B57 B59 B63 B66,c,ryerson@outlook.com,1912-12-14,"9,055.48 USD"
P00581,"Christy, Miss. Julie Rachel",female,,Second,1,1.0,1,  237789 ,30.0000,,S,christy@gmail.com,04-Feb-1912,420.39 USD
P00708,"Calderhead, Mr. Edward Pennington",M,42.0,1st,1,0,0,PC 17476,26.2875,E24,S,calderhead@outlook.com,"Jul 14, 1912",$893.34
P00758,"Bailey, Mr. Percy Andrew",MALE,18.0,2,0,0,0,29108,11.5000,,s,bailey@yahoo.com,"Dec 05, 1912",426.00
P00805,"Hedman, Mr. Oskar Arvid", male ,,3rd,1,0,0,347089,6.9750,,S,hedman@outlook.com,18-Jan-1912,USD 172.55
P00397,"Olsson, Miss. Elina",FEMALE.,31.0,3rd,0,0,0,350407,7.8542,,Southampton,olsson@gmail.com,09/14/1910,$145.59
P00003,"Heikkinen, Miss. Laina",FEMALE,26.0,3,1,0.0,0,STON/O2. 3101282,7.9250,,S,heikkinen@outlook.com,09/12/1912,88.49
P00530,"Hocking, Mr. Richard George",MALE,23.0,2nd,0,2,1,29104,11.5000,,S,hocking@mail.com,06/11/1912,$351.38
P00519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female ,36.0,2,1,1.0,0,  226875 ,26.0000,,Southampton,angle@yahoo.com,07/11/1910,USD 796.93
P00352,"Williams-Lambert, Mr. Fletcher Fellows",male,,1,0,0,0,113510,35.0000,C128,s,williamslambert@gmail.com,20/11/1912,$684.05
P00276,"Andrews, Miss. Kornelia Theodosia",FEMALE.,63.0,First,1,1,0,  13502 ,77.9583,D7,,andrews@yahoo.com,"Jan 25, 1910",
P00159,"Smiljanic, Mr. Mile",m,,3,0,0,0,315037,8.6625,,s,smiljanic@outlook.com,05/12/1910,$137.68
P00529,"Salonen, Mr. Johan Werner",MALE,39.0,Third,0,0,0,  3101296 ,7.9250,,s,salonen@mail.com,06-Jun-1911,309.85 USD
P00854,"Lines, Miss. Mary Conover",Female,16.0,1,1,0,1,PC 17592,39.4000,D28,S,lines@gmail.com,19/08/1910,"$1,210.39"
P00576,"Patchett, Mr. George",M,19.0,3,0,0.0,0,358585,14.5000,,S,patchett@yahoo.com,"Nov 27, 1911",$317.73
P00343,"Collander, Mr. Erik Gustaf",m,28.0,Second,0,0,0,248740,13.0000,,S,collander@outlook.com,01/04/1912,USD 386.68
P00767,"Brewe, Dr. Arthur Jackson",Male,,1st,0,0.0,0,112379,39.6000,,Cherbourg ,brewe@outlook.com,14/08/1912,"USD 1,389.70"
P00855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",f,44.0,Second,0,1.0,0,244252,26.0000,,s,,12/08/1912,736.79
P00457,"Millet, Mr. Francis Davis",male,65.0,1st,0,0,0,  13509 ,26.55,E38,s,millet@gmail.com,02/07/1912,526.74
P00534,"Peter, Mrs. Catherine (Catherine Rizk)",Female,,3rd,1,0,2,2668,22.3583,,Cherbourg ,peter@yahoo.com,07/10/1910,USD 437.58
P00616,"Herman, Miss. Alice",F,24.0,2,1,1,2,220845,65.0000,,Southampton,herman@outlook.com,1912-09-28,"USD 2,052.07"
P00368,"Moussa, Mrs. (Mantoura Boulos)",female,,3,1,0,0,  2626 ,7.2292,,Cherbourg ,moussa@yahoo.com,08/15/1911,179.53
P00371,"Harder, Mr. George Achilles",Male,25.0,1st,1,1.0,0,11765,55.4417,E50,c,harder@yahoo.com,"Oct 09, 1912","USD 1,155.43"
P00487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",FEMALE,,1st,1,1.0,0,19943,90.0,C93,s,hoyt@yahoo.com,04/03/1912,"3,229.66"
P00666,"Hickman, Mr. Lewis",male,32.0,2nd,0,2.0,0,  S.O.C. 14879 ,73.5000,,Southampton,hickman@outlook.com,08/09/1912,"2,775.37"
P00670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Female,,First,1,1,0,19996,52.0000,C126,S,taylor@gmail.com,"Nov 15, 1910","2,078.05"
P00213,"Perkin, Mr. John Henry",M,22.0,Third,No,0,0,  A/5 21174 ,7.2500,,S,perkin@mail.com,14-Jun-1910,252.69 USD
P00080,"Dowdell, Miss. Elizabeth",F,30.0,Third,1,0,0,  364516 ,12.4750,,S,dowdell@outlook.com,24/11/1910,200.87
P00149,"Navratil, Mr. Michel (""Louis M Hoffman"")",m,36.5,2nd,0,0.0,2,230080,26.0,F2,Southampton,navratil@mail.com,"Jun 24, 1912",312.67
P00501,"Calic, Mr. Petar",m,17.0,3rd,0,0,0,315086,8.6625,,S,calic@gmail.com,03-Aug-1911,301.45 USD
P00711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,1,1,0,0,PC 17482,49.5042,C90,C,mayne@outlook.com,03/19/1912,$617.90
P00632,"Lundahl, Mr. Johan Svensson",MALE,51.0,3,0,0,0,  347743 ,7.0542,,Southampton,lundahl@yahoo.com,29/07/1910,$255.72
P00395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,Third,1,0,2,PP 9549,16.7,G6,Southampton,sandstrom@outlook.com,23-Feb-1910,USD 632.08
P00595,"Chapman, Mr. John Henry",Male,37.0,Second,0,1,0,SC/AH 29037,26.0,,Southampton,,02/08/1912,$250.29
P00134,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",FEMALE,29.0,Second,1,1,0,228414,26.0000,,s,weisz@outlook.com,1912-06-18,USD 757.12
P00813,"Slemen, Mr. Richard James",Male,35.0,2nd,0,0.0,0,28206,10.5,,s,slemen@outlook.com,08/07/1910,USD 298.44
P00735,"Troupiansky, Mr. Moses Aaron",male,23.0,2nd,0,0,0,  233639 ,13.0000,,S,troupiansky@gmail.com,12/23/1912,414.78
P00361,"Skoog, Mr. Wilhelm",M,40.0,3,0,1,4,  347088 ,27.9000,,S,skoog@mail.com,1911-03-27,319.09
P00875,"Abelson, Mrs. Samuel (Hannah Wizosky)",FEMALE,28.0,Second,1,1,0,P/PP 3381,24.0000,,c,abelson@outlook.com,21-Oct-1912,$246.76
P00713,"Taylor, Mr. Elmer Zebley",male,180.0,First,1,1,0,  19996 ,52.0000,C126,S,taylor@outlook.com,14-Dec-1910,"1,771.28"
P00478,"Braund, Mr. Lewis Richard",M,29.0,3rd,0,1,0,  3460 ,7.0458,,Southampton,braund@gmail.com,20/11/1912,98.86 USD
P00410,"Lefebre, Miss. Ida",Female,,3rd,0,3,1,4133,25.4667,,Southampton,lefebre@gmail.com,11/04/1912,USD 378.57
P00449,"Baclini, Miss. Marie Catherine",f,5.0,3,1,2,1,  2666 ,19.2583,,Cherbourg ,baclini@outlook.com,"Mar 23, 1911",$384.84
P00838,"Sirota, Mr. Maurice",male,,Third,0,0,0,392092,8.0500,,s,sirota@gmail.com,02-May-1911,USD 72.36
P00307,"Fleming, Miss. Margaret",female,,1,1,0,0,17421,110.8833,,Cherbourg ,fleming@yahoo.com,1912-12-11,
P00173,"Johnson, Miss. Eleanor Ileen",FEMALE,1.0,3,1,1,1,347742,11.1333,,S,johnson@mail.com,12-Feb-1912,311.90
P00874,"Vander Cruyssen, Mr. Victor", male ,47.0,3rd,0,0,0,  345765 ,9.0000,,S,vandercruyssen@gmail.com,23-Sep-1911,USD 106.59
P00328,"Ball, Mrs. (Ada E Hall)",FEMALE.,36.0,2,1,0,0,  28551 ,13.0,,s,ball@gmail.com,05/06/1912,385.49 USD
P00488,"Kent, Mr. Edward Austin",MALE,58.0,1,0,0,0,11771,29.7,,Cherbourg ,kent@outlook.com,05/07/1911,840.38 USD
P00825,"Panula, Master. Urho Abraham",MALE,2.0,Third,0,4,1,  3101295 ,39.6875,,S,panula@outlook.com,19/08/1912,"USD 1,295.65"
P00091,"Christmann, Mr. Emil",m,29.0,3,0,0,0,  343276 ,8.0500,,Southampton,christmann@yahoo.com,02/08/1912,USD 275.20
P00859,"Baclini, Mrs. Solomon (Latifa Qurban)",female ,24.0,3rd,1,0,3,2666,19.2583,,c,baclini@outlook.com,27/02/1912,USD 431.10
P00182,"Pernot, Mr. Rene", male ,,Second,0,0,0,SC/PARIS 2131,15.05,,Cherbourg ,pernot@gmail.com,08/04/1912,334.20
P00224,"Nenkoff, Mr. Christo",male,,Third,0,0,0,349234,7.8958,,s,nenkoff@gmail.com,1910-08-01,310.99 USD
P00818,"Mallet, Mr. Albert",male,31.0,Second,0,1,1,S.C./PARIS 2079,37.0042,,C,mallet@gmail.com,09/24/1910,"$1,332.79"
P00070,"Kink, Mr. Vincenz",m,26.0,3rd,0,2,0,315151,8.6625,,Southampton,kink@yahoo.com,18-Jun-1910,$218.04
P00292,"Bishop, Mrs. Dickinson H (Helen Walton)",f,19.0,1,1,1,0,11967,91.0792,B49,Cherbourg ,bishop@yahoo.com,"Jan 27, 1912",979.23 USD
P00132,"Coelho, Mr. Domingos Fernandeo",M,20.0,Third,0,0,0,SOTON/O.Q. 3101307,7.0500,,S,coelho@outlook.com,1912-08-09,280.15
P00007,"McCarthy, Mr. Timothy J",m,54.0,First,0,0,0,  17463 ,51.8625,E46,s,mccarthy@gmail.com,03/01/1910,750.29
P00495,"Stanley, Mr. Edward Roland",Male,21.0,3rd,0,0,0,  A/4 45380 ,8.0500,,s,stanley@yahoo.com,"Sep 15, 1910",74.81 USD
P00136,"Richard, Mr. Emile",m,23.0,Second,0,0,0,  SC/PARIS 2133 ,15.0458,,Cherbourg ,richard@yahoo.com,"Mar 27, 1910",
P00165,"Panula, Master. Eino Viljami",MALE,1.0,3,No,4,1,3101295,39.6875,,Southampton,panula@yahoo.com,26/12/1912,
P00029,"O'Dwyer, Miss. Ellen ""Nellie""",FEMALE.,,Third,1,0.0,0,330959,7.8792,,Q,odwyer@outlook.com,28/11/1911,USD 202.44
P00515,"Coleff, Mr. Satio",Male,24.0,Third,0,0,0,349209,7.4958,,Southampton,,"Jun 20, 1910",USD 128.58
P00194,"Navratil, Master. Michel M",M,,Second,1,1,1,230080,26.0000,F2,S,navratil@yahoo.com,08/08/1910,"1,021.87"
P00322,"Danoff, Mr. Yoto",MALE,27.0,Third,0,0,0,349219,7.8958,,s,danoff@gmail.com,20-May-1911,$204.97
P00586,"Taussig, Miss. Ruth",FEMALE,18.0,1,1,0,2,110413,79.6500,E68,s,taussig@mail.com,1911-06-22,"$1,750.18"
P00170,"Ling, Mr. Lee", male ,28.0,3,0,0,0,1601,56.4958,,s,ling@gmail.com,1912-04-23,"USD 2,174.72"
P00603,"Harrington, Mr. Charles H",MALE,,1st,0,0,0,113796,42.4000,,Southampton,harrington@outlook.com,1910-12-31,"1,399.89"
P00141,"Boulos, Mrs. Joseph (Sultana)",FEMALE.,,3rd,0,0,2,  2678 ,15.2458,,C,boulos@mail.com,09-Jul-1910,USD 473.12
P00174,"Sivola, Mr. Antti Wilhelm",M,21.0,3rd,0,0.0,0,STON/O 2. 3101280,7.9250,,Southampton,sivola@outlook.com,"Apr 04, 1912",144.68 USD
P00007,"McCarthy, Mr. Timothy J",m,54.0,First,0,0.0,0,  17463 ,51.8625,E46,s,mccarthy@gmail.com,03/01/1910,750.29
P00590,"Murdlin, Mr. Joseph", male ,,3rd,No,0,0,A./5. 3235,8.05,,Southampton,,1910-06-15,USD 173.05
P00389,"Sadlier, Mr. Matthew",m,,Third,0,0.0,0,  367655 ,7.7292,,Q,sadlier@mail.com,08/05/1912,$207.60
P00074,"Chronopoulos, Mr. Apostolos",MALE,26.0,3rd,0,1.0,0,  2680 ,14.4542,,c,chronopoulos@gmail.com,11/05/1912,556.08
P00627,"Kirkland, Rev. Charles Leonard",MALE,57.0,Second,0,0,0,  219533 ,,,q,kirkland@yahoo.com,02/23/1910,476.63
P00815,"Tomlin, Mr. Ernest Portage",male,30.5,3,0,0,0,364499,8.0500,,s,tomlin@mail.com,29/07/1912,USD 318.56
P00879,"Laleff, Mr. Kristo",m,,3rd,0,0,0,349217,7.8958,,Southampton,laleff@outlook.com,04/08/1910,$272.19
P00146,"Nicholls, Mr. Joseph Charles", male ,19.0,Second,0,1,1,  C.A. 33112 ,36.7500,,Southampton,nicholls@mail.com,15-Sep-1912,$696.62
P00235,"Leyson, Mr. Robert William Norman",male,24.0,2nd,0,0,0,C.A. 29566,10.5000,,Southampton,leyson@yahoo.com,"Jul 12, 1912",269.53
P00221,"Sunderland, Mr. Victor Francis", male ,16.0,Third,1,0,0,SOTON/OQ 392089,8.0500,,s,sunderland@gmail.com,12/09/1910,$173.31
P00836,"Compton, Miss. Sara Rebecca",f,39.0,1st,1,1,1,  PC 17756 ,83.1583,E49,Cherbourg ,compton@mail.com,1912-11-05,"1,592.05"
P00406,"Gale, Mr. Shadrach",M,34.0,2nd,0,1,0,28664,21.0000,,S,,10/15/1910,231.60 USD
P00133,"Robins, Mrs. Alexander A (Grace Charity Laury)",FEMALE,47.0,Third,0,1,0,  A/5. 3337 ,14.5000,,S,robins@gmail.com,10/07/1912,
P00540,"Frolicher, Miss. Hedwig Margaritha",female,22.0,1,1,0,2,  13568 ,49.5,B39,,frolicher@gmail.com,30-May-1911,"$1,870.20"
P00607,"Karaic, Mr. Milan",MALE,30.0,3rd,0,0.0,0,  349246 ,7.8958,,s,karaic@yahoo.com,"May 04, 1912",USD 222.61
P00186,"Rood, Mr. Hugh Roscoe", male ,,First,No,0.0,0,113767,50.0000,A32,Southampton,rood@yahoo.com,"Feb 19, 1912","1,271.28"
P00042,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27.0,Second,0,1,0,11668,21.0000,,S,turpin@mail.com,09-Oct-1910,USD 440.06
P00560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Female,36.0,3,1,1,0,345572,17.4000,,s,demessemaeker@mail.com,"Nov 18, 1910",584.96 USD
P00109,"Rekic, Mr. Tido",M,38.0,3,0,0.0,0,  349249 ,7.8958,,S,rekic@yahoo.com,16/07/1911,134.14 USD
P00797,"Leader, Dr. Alice (Farnham)",female,49.0,First,1,0,0,17465,25.9292,D17,s,,23/03/1911,USD 626.68
P00057,"Rugg, Miss. Emily",FEMALE.,21.0,2nd,Yes,0.0,0,  C.A. 31026 ,10.5000,,s,rugg@outlook.com,27-May-1910,$370.05
P00644,"Foo, Mr. Choong", male ,,Third,1,0,0,  1601 ,56.4958,,Southampton,foo@yahoo.com,06/13/1912,578.39
P00362,"del Carlo, Mr. Sebastiano",M,29.0,Second,0,1,0,  SC/PARIS 2167 ,27.7208,,Cherbourg ,delcarlo@mail.com,"Mar 23, 1910",USD 324.07
P00579,"Caram, Mrs. Joseph (Maria Elias)",Female,,3,0,1,0,2689,14.4583,,C,caram@mail.com,"Mar 08, 1910",USD 193.80
P00025,"Palsson, Miss. Torborg Danira",f,8.0,3,0,3,1,  349909 ,21.0750,,s,palsson@mail.com,18/05/1911,811.30 USD
P00366,"Adahl, Mr. Mauritz Nils Martin",m,30.0,Third,0,0,0,  C 7076 ,7.2500,,s,adahl@outlook.com,01/09/1910,232.99
P00448,"Seward, Mr. Frederic Kimber", male ,34.0,First,1,0,0,113794,26.5500,,s,seward@mail.com,28-Apr-1912,958.47
P00454,"Goldenberg, Mr. Samuel L",male,49.0,First,1,1,0,17453,89.1042,C92,Cherbourg ,goldenberg@gmail.com,1910-07-24,"3,513.26 USD"
P00052,"Nosworthy, Mr. Richard Cater",MALE,21.0,Third,0,0,0,A/4. 39886,7.8000,,S,nosworthy@gmail.com,09/27/1912,107.20
P00425,"Rosblom, Mr. Viktor Richard",MALE,18.0,Third,0,1,1,370129,20.2125,,Southampton,rosblom@yahoo.com,24-Nov-1910,USD 601.79
P00860,"Razi, Mr. Raihed",MALE,,Third,0,0,0,2629,7.2292,,c,razi@mail.com,"Oct 16, 1912",$205.99
P00582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Female,39.0,First,1,1,1,17421,110.8833,C68,Cherbourg ,thayer@mail.com,07/05/1911,"USD 1,267.84"
P00265,"Henry, Miss. Delia",f,,Third,0,0,0,  382649 ,7.7500,,Q,henry@mail.com,1911-10-05,78.74 USD
P00712,"Klaber, Mr. Herman",m,,1st,0,0,0,113028,26.5500,C124,Southampton,klaber@outlook.com,06/23/1912,$788.18
P00626,"Sutton, Mr. Frederick", male ,61.0,1st,0,0,0,  36963 ,32.3208,D50,S,,13-Jun-1911,$373.08
P00845,"Culumovic, Mr. Jeso",Male,17.0,3rd,0,0,0,  315090 ,8.6625,,Southampton,culumovic@gmail.com,05/23/1912,276.11 USD
P00847,"Sage, Mr. Douglas Bullen",male,,Third,0,8,2,CA. 2343,69.5500,,Southampton,sage@gmail.com,1910-04-20,"1,036.96"
P00019,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",Female,31.0,3,0,1,0,345763,18.0000,,S,vanderplanke@mail.com,11/04/1910,USD 313.79
P00657,"Radeff, Mr. Alexander",male,,3,0,0,0,349223,7.8958,,Southampton,,1912-07-19,$253.12
P00800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",FEMALE.,30.0,Third,0,1,1,345773,24.15,,s,vanimpe@yahoo.com,25-Apr-1912,N/A
P00527,"Ridsdale, Miss. Lucy",female ,50.0,2nd,1,0,0,W./C. 14258,10.5000,,Southampton,ridsdale@mail.com,"Apr 26, 1911",USD 266.61
P00084,"Carrau, Mr. Francisco M",M,28.0,1st,0,0,0,  113059 ,47.1000,,Southampton,carrau@mail.com,11/06/1910,$861.41
P00062,"Icard, Miss. Amelie",female ,38.0,First,1,0.0,0,113572,,B28, ,icard@outlook.com,11/05/1911,"USD 1,266.68"
P00273,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Female,41.0,Second,1,0,1,250644,19.5000,,Southampton,mellinger@gmail.com,08/05/1911,USD 260.83
P00286,"Stankovic, Mr. Ivan",Male,33.0,3,0,0,0,349239,8.6625,,C,stankovic@mail.com,"Dec 13, 1910",USD 198.11
P00830,"Stone, Mrs. George Nelson (Martha Evelyn)",female,,1st,1,0,0,  113572 ,80.0000,B28,nan,stone@gmail.com,1910-04-08,$702.59
P00483,"Rouse, Mr. Richard Henry",MALE,50.0,3,0,0,0,A/5 3594,8.0500,,s,rouse@yahoo.com,"Apr 06, 1911",$272.79
P00013,"Saundercock, Mr. William Henry",M,20.0,Third,0,0,0,  A/5. 2151 ,8.0500,,Southampton,saundercock@outlook.com,08/26/1912,188.43 USD
P00183,"Asplund, Master. Clarence Gustaf Hugo",MALE,9.0,3rd,0,4,2,347077,31.3875,,s,asplund@yahoo.com,07/29/1911,"USD 1,191.16"
P00597,"Leitch, Miss. Jessie Wills",FEMALE,,2nd,1,0,0,248727,33.0000,,S,leitch@outlook.com,02-Jan-1910,USD 759.27
