Passenger Id,Name,Sex,Age,Pclass,Survived,SibSp,Parch,Ticket,Fare,Cabin,HasCabin,Deck,Embarked,Email,Join Date,Annual Spend
P00746,"Crosby, Capt. Edward Gifford",Male,70.0,3,0,1,1,WE/P 5735,71.0,B22,1,B,S,crosby@yahoo.com,1910-01-07,1484.42
P00585,"Paulner, Mr. Uscher",Male,19.0,3,0,0,0,3411,8.7125,,0,Unknown,C,paulner@yahoo.com,1910-11-27,211.38
P00878,"Petroff, Mr. Nedelio",Male,19.0,3,0,0,0,349212,7.8958,,0,Unknown,S,petroff@outlook.com,1910-03-16,96.66
P00452,"Hagland, Mr. Ingvald Olai Olsen",Male,19.0,3,0,1,0,65303,19.9667,,0,Unknown,S,hagland@mail.com,1910-05-11,467.55
P00795,"Dantcheff, Mr. Ristiu",Male,26.0,3,0,0,0,349203,7.8958,,0,Unknown,S,dantcheff@yahoo.com,1911-07-24,123.39
P00026,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",Female,38.0,3,1,1,5,347077,31.3875,,0,Unknown,S,asplund@outlook.com,1911-08-18,323.24
P00085,"Ilett, Miss. Bertha",Female,17.0,2,1,0,0,SO/C 14885,10.5,,0,Unknown,S,ilett@outlook.com,1910-09-05,288.33
P00011,"Sandstrom, Miss. Marguerite Rut",Female,4.0,3,1,1,1,PP 9549,16.7,G6,1,G,S,sandstrom@outlook.com,1910-02-16,272.24
P00345,"Fox, Mr. Stanley Hubert",Male,36.0,3,0,0,0,229236,13.0,,0,Unknown,S,fox@mail.com,1911-01-15,145.25
P00255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Female,41.0,3,0,0,2,370129,20.2125,,0,Unknown,S,rosblom@outlook.com,1911-06-13,369.68
P00399,"Pain, Dr. Alfred",Male,23.0,3,0,0,0,244278,10.5,,0,Unknown,S,pain@yahoo.com,1911-12-11,274.83
P00245,"Attalah, Mr. Sleiman",Male,30.0,3,0,0,0,2694,7.225,,0,Unknown,C,attalah@outlook.com,1910-05-03,131.4
P00622,"Kimball, Mr. Edwin Nelson Jr",Male,42.0,3,1,1,0,11753,52.5542,D19,1,D,S,kimball@yahoo.com,1912-03-25,1474.59
P00119,"Baxter, Mr. Quigg Edmond",Male,24.0,3,0,0,1,PC 17558,247.5208,B58 B60,1,B,S,baxter@gmail.com,1911-07-24,5632.38
P00301,"Kelly, Miss. Anna Katherine ""Annie Kate""",Female,14.0,3,1,0,0,9234,7.75,,0,Unknown,Q,kelly@yahoo.com,1910-11-01,159.44
P00327,"Nysveen, Mr. Johan Hansen",Male,61.0,3,0,0,0,345364,6.2375,,0,Unknown,S,nysveen@gmail.com,1912-03-12,162.49
P00030,"Todoroff, Mr. Lalio",Male,26.5,3,0,0,0,349216,7.8958,,0,Unknown,S,todoroff@yahoo.com,1912-08-13,87.67
P00056,"Woolner, Mr. Hugh",Male,36.0,1,1,0,0,19947,35.5,C52,1,C,S,woolner@gmail.com,1912-12-01,1090.84
P00431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",Male,28.0,1,1,0,0,110564,26.55,C52,1,C,S,bjornstromsteffansson@gmail.com,1910-10-28,608.11
P00391,"Carter, Mr. William Ernest",Male,36.0,3,1,1,2,113760,120.0,B96 B98,1,B,S,carter@outlook.com,1912-03-20,2529.29
P100046,"Rogers, Mr. William John",Male,25.0,3,0,0,0,S.C./A.4. 23567,8.05,,0,Unknown,S,rogers@mail.com,1910-06-22,306.94
P100051,"Panula, Master. Juha Niilo",Male,7.0,3,0,4,1,3101295,39.6875,,0,Unknown,S,panula@mail.com,1911-03-19,1392.53
P00197,"Mernagh, Mr. Robert",Male,22.0,3,0,0,0,368703,7.75,,0,Unknown,Q,mernagh@yahoo.com,1912-12-20,251.12
P00405,"Oreskovic, Miss. Marija",Female,20.0,3,0,0,0,315096,8.6625,,0,Unknown,S,oreskovic@yahoo.com,1911-07-18,174.25
P00082,"Sheerlinck, Mr. Jan Baptist",Male,29.0,3,1,0,0,345779,9.5,,0,Unknown,S,sheerlinck@yahoo.com,1911-06-07,112.16
P00465,"Maisner, Mr. Simon",Male,25.0,3,0,0,0,A/S 2816,8.05,,0,Unknown,S,maisner@gmail.com,1911-06-29,70.57
P00690,"Madill, Miss. Georgette Alexandra",Female,15.0,3,1,0,1,24160,211.3375,B5,1,B,S,madill@mail.com,1910-11-21,7708.91
P00569,"Doharr, Mr. Tannous",Male,30.0,3,0,0,0,2686,7.2292,,0,Unknown,C,doharr@outlook.com,1911-07-20,145.35
P00282,"Olsson, Mr. Nils Johan Goransson",Male,28.0,3,0,0,0,347464,7.8542,,0,Unknown,S,olsson@yahoo.com,1911-03-05,127.54
P00803,"Carter, Master. William Thornton II",Male,11.0,3,1,1,2,113760,120.0,B96 B98,1,B,S,carter@outlook.com,1911-03-09,3788.25
P00205,"Cohen, Mr. Gurshon ""Gus""",Male,18.0,3,1,0,0,A/5 3540,8.05,,0,Unknown,S,cohen@yahoo.com,1910-03-29,170.01
P00555,"Ohman, Miss. Velin",Female,22.0,3,1,0,0,347085,7.775,,0,Unknown,S,ohman@mail.com,1910-02-09,203.66
P00659,"Eitemiller, Mr. George Floyd",Male,23.0,2,0,0,0,29751,13.0,,0,Unknown,S,eitemiller@gmail.com,1910-01-06,217.49
P00297,"Hanna, Mr. Mansour",Male,23.5,3,0,0,0,2693,7.2292,,0,Unknown,C,hanna@mail.com,1911-10-18,286.94
P00858,"Daly, Mr. Peter Denis",Male,51.0,3,1,0,0,113055,14.4542,E17,1,E,S,daly@gmail.com,1912-05-31,616.92
P00548,"Padro y Manent, Mr. Julian",Male,48.0,2,1,0,0,SC/PARIS 2146,13.8625,,0,Unknown,C,padroymanent@outlook.com,1910-12-16,526.19
P00369,"Jermyn, Miss. Annie",Female,19.0,3,1,0,0,14313,7.75,,0,Unknown,Q,jermyn@gmail.com,1912-05-28,309.18
P00873,"Carlsson, Mr. Frans Olof",Male,33.0,3,0,0,0,695,5.0,B51 B53 B55,1,B,S,carlsson@gmail.com,1911-10-21,54.4
P00829,"McCormack, Mr. Thomas Joseph",Male,19.0,3,1,0,0,367228,7.75,,0,Unknown,Q,,1911-07-21,267.74
P00732,"Hassan, Mr. Houssein G N",Male,11.0,3,0,0,0,2699,18.7875,,0,Unknown,C,hassan@yahoo.com,1912-10-08,637.24
P00882,"Markun, Mr. Johann",Male,33.0,3,0,0,0,349257,7.8958,,0,Unknown,S,markun@mail.com,1911-02-02,222.58
P00060,"Goodwin, Master. William Frederick",Male,11.0,3,0,5,2,CA 2144,46.9,,0,Unknown,S,goodwin@outlook.com,1910-04-13,1171.9
P00324,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Female,22.0,3,1,1,1,248738,29.0,,0,Unknown,S,caldwell@mail.com,1910-03-23,483.21
P00862,"Giles, Mr. Frederick Edward",Male,21.0,2,0,1,0,28134,11.5,,0,Unknown,S,,1911-11-20,418.81
P00381,"Bidois, Miss. Rosalie",Female,42.0,3,1,0,0,PC 17757,227.525,,0,Unknown,C,,1910-04-30,4592.24
P00260,"Parrish, Mrs. (Lutie Davis)",Female,50.0,2,1,0,1,230433,26.0,,0,Unknown,S,parrish@outlook.com,1911-02-10,327.73
P00491,"Hagland, Mr. Konrad Mathias Reiersen",Male,26.0,3,0,1,0,65304,19.9667,,0,Unknown,S,hagland@mail.com,1910-08-11,182.67
P00303,"Johnson, Mr. William Cahoone Jr",Male,19.0,3,0,0,0,LINE,0.0,,0,Unknown,S,johnson@gmail.com,1912-02-09,319.075
P00008,"Palsson, Master. Gosta Leonard",Male,2.0,3,0,3,1,349909,21.075,,0,Unknown,S,palsson@outlook.com,1910-03-18,293.88
P00863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Female,48.0,1,1,0,0,17466,25.9292,D17,1,D,S,swift@gmail.com,1911-03-09,880.97
P00156,"Williams, Mr. Charles Duane",Male,51.0,1,0,0,1,PC 17597,61.3792,,0,Unknown,C,williams@outlook.com,1910-09-20,879.56
P00363,"Barbara, Mrs. (Catherine David)",Female,45.0,3,0,0,1,2691,14.4542,,0,Unknown,C,barbara@gmail.com,1912-05-19,402.21
P00869,"van Melkebeke, Mr. Philemon",Male,26.0,3,0,0,0,345777,9.5,,0,Unknown,S,vanmelkebeke@yahoo.com,1911-09-29,356.26
P00102,"Petroff, Mr. Pastcho (""Pentcho"")",Male,28.0,3,0,0,0,349215,7.8958,,0,Unknown,S,petroff@gmail.com,1910-08-04,263.69
P00200,"Yrois, Miss. Henriette (""Mrs Harbeck"")",Female,24.0,2,0,0,0,248747,13.0,,0,Unknown,S,,1911-07-05,203.93
P00417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Female,23.0,2,1,1,1,28220,32.5,,0,Unknown,S,drew@mail.com,1910-09-18,955.71
P00360,"Mockler, Miss. Helen Mary ""Ellie""",Female,24.0,3,1,0,0,330980,7.8792,,0,Unknown,Q,mockler@outlook.com,1910-09-22,88.2
P00312,"Ryerson, Miss. Emily Borie",Female,37.0,1,1,2,2,PC 17608,262.375,B57 B59 B63 B66,1,B,C,ryerson@outlook.com,1912-12-14,7727.5800000000045
P00581,"Christy, Miss. Julie Rachel",Female,27.0,3,1,1,1,237789,30.0,,0,Unknown,S,christy@gmail.com,1912-02-04,420.39
P00708,"Calderhead, Mr. Edward Pennington",Male,42.0,1,1,0,0,PC 17476,26.2875,E24,1,E,S,calderhead@outlook.com,1912-07-14,893.34
P00758,"Bailey, Mr. Percy Andrew",Male,18.0,2,0,0,0,29108,11.5,,0,Unknown,S,bailey@yahoo.com,1912-12-05,426.0
P00805,"Hedman, Mr. Oskar Arvid",Male,19.0,3,1,0,0,347089,6.975,,0,Unknown,S,hedman@outlook.com,1912-01-18,172.55
P00397,"Olsson, Miss. Elina",Female,31.0,3,0,0,0,350407,7.8542,,0,Unknown,S,olsson@gmail.com,1910-09-14,145.59
P00530,"Hocking, Mr. Richard George",Male,23.0,2,0,2,1,29104,11.5,,0,Unknown,S,hocking@mail.com,1912-11-06,351.38
P00519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Female,36.0,2,1,1,0,226875,26.0,,0,Unknown,S,angle@yahoo.com,1910-11-07,796.93
P00352,"Williams-Lambert, Mr. Fletcher Fellows",Male,36.0,1,0,0,0,113510,35.0,C128,1,C,S,williamslambert@gmail.com,1912-11-20,684.05
P00276,"Andrews, Miss. Kornelia Theodosia",Female,63.0,3,1,1,0,13502,77.9583,D7,1,D,S,andrews@yahoo.com,1910-01-25,319.075
P00159,"Smiljanic, Mr. Mile",Male,30.0,3,0,0,0,315037,8.6625,,0,Unknown,S,smiljanic@outlook.com,1910-12-05,137.68
P00529,"Salonen, Mr. Johan Werner",Male,39.0,3,0,0,0,3101296,7.925,,0,Unknown,S,salonen@mail.com,1911-06-06,309.85
P00854,"Lines, Miss. Mary Conover",Female,16.0,1,1,0,1,PC 17592,39.4,D28,1,D,S,lines@gmail.com,1910-08-19,1210.39
P00576,"Patchett, Mr. George",Male,19.0,3,0,0,0,358585,14.5,,0,Unknown,S,patchett@yahoo.com,1911-11-27,317.73
P00343,"Collander, Mr. Erik Gustaf",Male,28.0,3,0,0,0,248740,13.0,,0,Unknown,S,collander@outlook.com,1912-04-01,386.68
P00767,"Brewe, Dr. Arthur Jackson",Male,39.0,1,0,0,0,112379,39.6,,0,Unknown,C,brewe@outlook.com,1912-08-14,1389.7
P00855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",Female,44.0,3,0,1,0,244252,26.0,,0,Unknown,S,,1912-08-12,736.79
P00457,"Millet, Mr. Francis Davis",Male,65.0,1,0,0,0,13509,26.55,E38,1,E,S,millet@gmail.com,1912-07-02,526.74
P00534,"Peter, Mrs. Catherine (Catherine Rizk)",Female,18.0,3,1,0,2,2668,22.3583,,0,Unknown,C,peter@yahoo.com,1910-10-07,437.58
P00616,"Herman, Miss. Alice",Female,24.0,2,1,1,2,220845,65.0,,0,Unknown,S,herman@outlook.com,1912-09-28,2052.07
P00368,"Moussa, Mrs. (Mantoura Boulos)",Female,27.0,3,1,0,0,2626,7.2292,,0,Unknown,C,moussa@yahoo.com,1911-08-15,179.53
P00371,"Harder, Mr. George Achilles",Male,25.0,1,1,1,0,11765,55.4417,E50,1,E,C,harder@yahoo.com,1912-10-09,1155.43
P00487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Female,23.0,1,1,1,0,19943,90.0,C93,1,C,S,hoyt@yahoo.com,1912-03-04,3229.66
P00666,"Hickman, Mr. Lewis",Male,32.0,2,0,2,0,S.O.C. 14879,73.5,,0,Unknown,S,hickman@outlook.com,1912-09-08,2775.37
P00670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Female,30.0,3,1,1,0,19996,52.0,C126,1,C,S,taylor@gmail.com,1910-11-15,2078.05
P00213,"Perkin, Mr. John Henry",Male,22.0,3,0,0,0,A/5 21174,7.25,,0,Unknown,S,perkin@mail.com,1910-06-14,252.69
P00080,"Dowdell, Miss. Elizabeth",Female,30.0,3,1,0,0,364516,12.475,,0,Unknown,S,dowdell@outlook.com,1910-11-24,200.87
P00149,"Navratil, Mr. Michel (""Louis M Hoffman"")",Male,36.5,2,0,0,2,230080,26.0,F2,1,F,S,navratil@mail.com,1912-06-24,312.67
P00501,"Calic, Mr. Petar",Male,17.0,3,0,0,0,315086,8.6625,,0,Unknown,S,calic@gmail.com,1911-08-03,301.45
P00711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",Female,24.0,1,1,0,0,PC 17482,49.5042,C90,1,C,C,mayne@outlook.com,1912-03-19,617.9
P00632,"Lundahl, Mr. Johan Svensson",Male,51.0,3,0,0,0,347743,7.0542,,0,Unknown,S,lundahl@yahoo.com,1910-07-29,255.72
P00395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Female,24.0,3,1,0,2,PP 9549,16.7,G6,1,G,S,sandstrom@outlook.com,1910-02-23,632.08
P00595,"Chapman, Mr. John Henry",Male,37.0,3,0,1,0,SC/AH 29037,26.0,,0,Unknown,S,,1912-08-02,250.29
P00134,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",Female,29.0,3,1,1,0,228414,26.0,,0,Unknown,S,weisz@outlook.com,1912-06-18,757.12
P00813,"Slemen, Mr. Richard James",Male,35.0,2,0,0,0,28206,10.5,,0,Unknown,S,slemen@outlook.com,1910-07-08,298.44
P00735,"Troupiansky, Mr. Moses Aaron",Male,23.0,2,0,0,0,233639,13.0,,0,Unknown,S,troupiansky@gmail.com,1912-12-23,414.78
P00361,"Skoog, Mr. Wilhelm",Male,40.0,3,0,1,4,347088,27.9,,0,Unknown,S,skoog@mail.com,1911-03-27,319.09
P00875,"Abelson, Mrs. Samuel (Hannah Wizosky)",Female,28.0,3,1,1,0,P/PP 3381,24.0,,0,Unknown,C,abelson@outlook.com,1912-10-21,246.76
P00713,"Taylor, Mr. Elmer Zebley",Male,26.0,3,1,1,0,19996,52.0,C126,1,C,S,taylor@outlook.com,1910-12-14,1771.28
P00478,"Braund, Mr. Lewis Richard",Male,29.0,3,0,1,0,3460,7.0458,,0,Unknown,S,braund@gmail.com,1912-11-20,98.86
P00410,"Lefebre, Miss. Ida",Female,18.0,3,0,3,1,4133,25.4667,,0,Unknown,S,lefebre@gmail.com,1912-04-11,378.57
P00449,"Baclini, Miss. Marie Catherine",Female,5.0,3,1,2,1,2666,19.2583,,0,Unknown,C,baclini@outlook.com,1911-03-23,384.84
P00838,"Sirota, Mr. Maurice",Male,25.5,3,0,0,0,392092,8.05,,0,Unknown,S,sirota@gmail.com,1911-05-02,72.36
P00307,"Fleming, Miss. Margaret",Female,24.0,1,1,0,0,17421,110.8833,,0,Unknown,C,fleming@yahoo.com,1912-12-11,1192.635
P00173,"Johnson, Miss. Eleanor Ileen",Female,1.0,3,1,1,1,347742,11.1333,,0,Unknown,S,johnson@mail.com,1912-02-12,311.9
P00874,"Vander Cruyssen, Mr. Victor",Male,47.0,3,0,0,0,345765,9.0,,0,Unknown,S,vandercruyssen@gmail.com,1911-09-23,106.59
P00328,"Ball, Mrs. (Ada E Hall)",Female,36.0,2,1,0,0,28551,13.0,,0,Unknown,S,ball@gmail.com,1912-06-05,385.49
P00488,"Kent, Mr. Edward Austin",Male,58.0,1,0,0,0,11771,29.7,,0,Unknown,C,kent@outlook.com,1911-07-05,840.38
P00825,"Panula, Master. Urho Abraham",Male,2.0,3,0,4,1,3101295,39.6875,,0,Unknown,S,panula@outlook.com,1912-08-19,1295.65
P00091,"Christmann, Mr. Emil",Male,29.0,3,0,0,0,343276,8.05,,0,Unknown,S,christmann@yahoo.com,1912-08-02,275.2
P00859,"Baclini, Mrs. Solomon (Latifa Qurban)",Female,24.0,3,1,0,3,2666,19.2583,,0,Unknown,C,baclini@outlook.com,1912-02-27,431.1
P00182,"Pernot, Mr. Rene",Male,26.0,3,0,0,0,SC/PARIS 2131,15.05,,0,Unknown,C,pernot@gmail.com,1912-04-08,334.2
P00224,"Nenkoff, Mr. Christo",Male,25.5,3,0,0,0,349234,7.8958,,0,Unknown,S,nenkoff@gmail.com,1910-08-01,310.99
P00818,"Mallet, Mr. Albert",Male,31.0,3,0,1,1,S.C./PARIS 2079,37.0042,,0,Unknown,C,mallet@gmail.com,1910-09-24,1332.79
P00070,"Kink, Mr. Vincenz",Male,26.0,3,0,2,0,315151,8.6625,,0,Unknown,S,kink@yahoo.com,1910-06-18,218.04
P00292,"Bishop, Mrs. Dickinson H (Helen Walton)",Female,19.0,1,1,1,0,11967,91.0792,B49,1,B,C,bishop@yahoo.com,1912-01-27,979.23
P00132,"Coelho, Mr. Domingos Fernandeo",Male,20.0,3,0,0,0,SOTON/O.Q. 3101307,7.05,,0,Unknown,S,coelho@outlook.com,1912-08-09,280.15
P00007,"McCarthy, Mr. Timothy J",Male,54.0,3,0,0,0,17463,51.8625,E46,1,E,S,mccarthy@gmail.com,1910-01-03,750.29
P00495,"Stanley, Mr. Edward Roland",Male,21.0,3,0,0,0,A/4 45380,8.05,,0,Unknown,S,stanley@yahoo.com,1910-09-15,74.81
P00136,"Richard, Mr. Emile",Male,23.0,3,0,0,0,SC/PARIS 2133,15.0458,,0,Unknown,C,richard@yahoo.com,1910-03-27,319.075
P00165,"Panula, Master. Eino Viljami",Male,1.0,3,0,4,1,3101295,39.6875,,0,Unknown,S,panula@yahoo.com,1912-12-26,252.89
P00029,"O'Dwyer, Miss. Ellen ""Nellie""",Female,22.0,3,1,0,0,330959,7.8792,,0,Unknown,Q,odwyer@outlook.com,1911-11-28,202.44
P00515,"Coleff, Mr. Satio",Male,24.0,3,0,0,0,349209,7.4958,,0,Unknown,S,,1910-06-20,128.58
P00194,"Navratil, Master. Michel M",Male,25.0,3,1,1,1,230080,26.0,F2,1,F,S,navratil@yahoo.com,1910-08-08,1021.87
P00322,"Danoff, Mr. Yoto",Male,27.0,3,0,0,0,349219,7.8958,,0,Unknown,S,danoff@gmail.com,1911-05-20,204.97
P00586,"Taussig, Miss. Ruth",Female,18.0,1,1,0,2,110413,79.65,E68,1,E,S,taussig@mail.com,1911-06-22,1750.18
P00170,"Ling, Mr. Lee",Male,28.0,3,0,0,0,1601,56.4958,,0,Unknown,S,ling@gmail.com,1912-04-23,2174.72
P00603,"Harrington, Mr. Charles H",Male,35.0,1,0,0,0,113796,42.4,,0,Unknown,S,harrington@outlook.com,1910-12-31,1399.89
P00141,"Boulos, Mrs. Joseph (Sultana)",Female,29.0,3,0,0,2,2678,15.2458,,0,Unknown,C,boulos@mail.com,1910-07-09,473.12
P00174,"Sivola, Mr. Antti Wilhelm",Male,21.0,3,0,0,0,STON/O 2. 3101280,7.925,,0,Unknown,S,sivola@outlook.com,1912-04-04,144.68
P00590,"Murdlin, Mr. Joseph",Male,19.0,3,0,0,0,A./5. 3235,8.05,,0,Unknown,S,,1910-06-15,173.05
P00389,"Sadlier, Mr. Matthew",Male,25.0,3,0,0,0,367655,7.7292,,0,Unknown,Q,sadlier@mail.com,1912-05-08,207.6
P00074,"Chronopoulos, Mr. Apostolos",Male,26.0,3,0,1,0,2680,14.4542,,0,Unknown,C,chronopoulos@gmail.com,1912-05-11,556.08
P00627,"Kirkland, Rev. Charles Leonard",Male,57.0,3,0,0,0,219533,14.4542,,0,Unknown,Q,kirkland@yahoo.com,1910-02-23,476.63
P00815,"Tomlin, Mr. Ernest Portage",Male,30.5,3,0,0,0,364499,8.05,,0,Unknown,S,tomlin@mail.com,1912-07-29,318.56
P00879,"Laleff, Mr. Kristo",Male,26.0,3,0,0,0,349217,7.8958,,0,Unknown,S,laleff@outlook.com,1910-08-04,272.19
P00146,"Nicholls, Mr. Joseph Charles",Male,19.0,3,0,1,1,C.A. 33112,36.75,,0,Unknown,S,nicholls@mail.com,1912-09-15,696.62
P00235,"Leyson, Mr. Robert William Norman",Male,24.0,2,0,0,0,C.A. 29566,10.5,,0,Unknown,S,leyson@yahoo.com,1912-07-12,269.53
P00221,"Sunderland, Mr. Victor Francis",Male,16.0,3,1,0,0,SOTON/OQ 392089,8.05,,0,Unknown,S,sunderland@gmail.com,1910-09-12,173.31
P00836,"Compton, Miss. Sara Rebecca",Female,39.0,1,1,1,1,PC 17756,83.1583,E49,1,E,C,compton@mail.com,1912-11-05,1592.05
P00406,"Gale, Mr. Shadrach",Male,34.0,2,0,1,0,28664,21.0,,0,Unknown,S,,1910-10-15,231.6
P00133,"Robins, Mrs. Alexander A (Grace Charity Laury)",Female,47.0,3,0,1,0,A/5. 3337,14.5,,0,Unknown,S,robins@gmail.com,1912-07-10,319.075
P00540,"Frolicher, Miss. Hedwig Margaritha",Female,22.0,1,1,0,2,13568,49.5,B39,1,B,S,frolicher@gmail.com,1911-05-30,1870.2
P00607,"Karaic, Mr. Milan",Male,30.0,3,0,0,0,349246,7.8958,,0,Unknown,S,karaic@yahoo.com,1912-05-04,222.61
P00186,"Rood, Mr. Hugh Roscoe",Male,38.0,3,0,0,0,113767,50.0,A32,1,A,S,rood@yahoo.com,1912-02-19,1271.28
P00560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Female,36.0,3,1,1,0,345572,17.4,,0,Unknown,S,demessemaeker@mail.com,1910-11-18,584.96
P00109,"Rekic, Mr. Tido",Male,38.0,3,0,0,0,349249,7.8958,,0,Unknown,S,rekic@yahoo.com,1911-07-16,134.14
P00797,"Leader, Dr. Alice (Farnham)",Female,49.0,3,1,0,0,17465,25.9292,D17,1,D,S,,1911-03-23,626.68
P00057,"Rugg, Miss. Emily",Female,21.0,2,1,0,0,C.A. 31026,10.5,,0,Unknown,S,rugg@outlook.com,1910-05-27,370.05
P00644,"Foo, Mr. Choong",Male,25.5,3,1,0,0,1601,56.4958,,0,Unknown,S,foo@yahoo.com,1912-06-13,578.39
P00362,"del Carlo, Mr. Sebastiano",Male,29.0,3,0,1,0,SC/PARIS 2167,27.7208,,0,Unknown,C,delcarlo@mail.com,1910-03-23,324.07
P00579,"Caram, Mrs. Joseph (Maria Elias)",Female,33.5,3,0,1,0,2689,14.4583,,0,Unknown,C,caram@mail.com,1910-03-08,193.8
P00025,"Palsson, Miss. Torborg Danira",Female,8.0,3,0,3,1,349909,21.075,,0,Unknown,S,palsson@mail.com,1911-05-18,811.3
P00366,"Adahl, Mr. Mauritz Nils Martin",Male,30.0,3,0,0,0,C 7076,7.25,,0,Unknown,S,adahl@outlook.com,1910-09-01,232.99
P00448,"Seward, Mr. Frederic Kimber",Male,34.0,3,1,0,0,113794,26.55,,0,Unknown,S,seward@mail.com,1912-04-28,958.47
P00454,"Goldenberg, Mr. Samuel L",Male,49.0,3,1,1,0,17453,89.1042,C92,1,C,C,goldenberg@gmail.com,1910-07-24,3513.26
P00052,"Nosworthy, Mr. Richard Cater",Male,21.0,3,0,0,0,A/4. 39886,7.8,,0,Unknown,S,nosworthy@gmail.com,1912-09-27,107.2
P00425,"Rosblom, Mr. Viktor Richard",Male,18.0,3,0,1,1,370129,20.2125,,0,Unknown,S,rosblom@yahoo.com,1910-11-24,601.79
P00860,"Razi, Mr. Raihed",Male,25.5,3,0,0,0,2629,7.2292,,0,Unknown,C,razi@mail.com,1912-10-16,205.99
P00582,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Female,39.0,3,1,1,1,17421,110.8833,C68,1,C,C,thayer@mail.com,1911-05-07,1267.84
P00265,"Henry, Miss. Delia",Female,14.0,3,0,0,0,382649,7.75,,0,Unknown,Q,henry@mail.com,1911-10-05,78.74
P00712,"Klaber, Mr. Herman",Male,36.0,1,0,0,0,113028,26.55,C124,1,C,S,klaber@outlook.com,1912-06-23,788.18
P00626,"Sutton, Mr. Frederick",Male,61.0,1,0,0,0,36963,32.3208,D50,1,D,S,,1911-06-13,373.08
P00845,"Culumovic, Mr. Jeso",Male,17.0,3,0,0,0,315090,8.6625,,0,Unknown,S,culumovic@gmail.com,1912-05-23,276.11
P00847,"Sage, Mr. Douglas Bullen",Male,25.5,3,0,8,2,CA. 2343,69.55,,0,Unknown,S,sage@gmail.com,1910-04-20,1036.96
P00019,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",Female,31.0,3,0,1,0,345763,18.0,,0,Unknown,S,vanderplanke@mail.com,1910-04-11,313.79
P00657,"Radeff, Mr. Alexander",Male,26.0,3,0,0,0,349223,7.8958,,0,Unknown,S,,1912-07-19,253.12
P00800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Female,30.0,3,0,1,1,345773,24.15,,0,Unknown,S,vanimpe@yahoo.com,1912-04-25,319.075
P00527,"Ridsdale, Miss. Lucy",Female,50.0,2,1,0,0,W./C. 14258,10.5,,0,Unknown,S,ridsdale@mail.com,1911-04-26,266.61
P00084,"Carrau, Mr. Francisco M",Male,28.0,1,0,0,0,113059,47.1,,0,Unknown,S,carrau@mail.com,1910-06-11,861.41
P00062,"Icard, Miss. Amelie",Female,38.0,3,1,0,0,113572,14.4542,B28,1,B,S,icard@outlook.com,1911-05-11,1266.68
P00273,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Female,41.0,3,1,0,1,250644,19.5,,0,Unknown,S,mellinger@gmail.com,1911-05-08,260.83
P00286,"Stankovic, Mr. Ivan",Male,33.0,3,0,0,0,349239,8.6625,,0,Unknown,C,stankovic@mail.com,1910-12-13,198.11
P00830,"Stone, Mrs. George Nelson (Martha Evelyn)",Female,36.0,1,1,0,0,113572,80.0,B28,1,B,S,stone@gmail.com,1910-04-08,702.59
P00483,"Rouse, Mr. Richard Henry",Male,50.0,3,0,0,0,A/5 3594,8.05,,0,Unknown,S,rouse@yahoo.com,1911-04-06,272.79
P00013,"Saundercock, Mr. William Henry",Male,20.0,3,0,0,0,A/5. 2151,8.05,,0,Unknown,S,saundercock@outlook.com,1912-08-26,188.43
P00183,"Asplund, Master. Clarence Gustaf Hugo",Male,9.0,3,0,4,2,347077,31.3875,,0,Unknown,S,asplund@yahoo.com,1911-07-29,1191.16
P00597,"Leitch, Miss. Jessie Wills",Female,7.0,2,1,0,0,248727,33.0,,0,Unknown,S,leitch@outlook.com,1910-01-02,759.27
P00850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",Female,24.0,3,1,1,0,17453,89.1042,C92,1,C,C,goldenberg@outlook.com,1911-04-17,1413.41
P00537,"Butt, Major. Archibald Willingham",Male,45.0,3,0,0,0,113050,26.55,B38,1,B,S,,1912-09-15,278.19
P00683,"Olsvigen, Mr. Thor Anderson",Male,20.0,3,0,0,0,6563,9.225,,0,Unknown,S,olsvigen@mail.com,1912-06-09,320.77
P00409,"Birkeland, Mr. Hans Martin Monsen",Male,21.0,3,0,0,0,312992,7.775,,0,Unknown,S,birkeland@mail.com,1910-02-02,159.01
